id,series,agent,round,human_phatic,human_meta,human_lead,human_arch,human_agree,human_comp,human_comp_level,gemini_phatic,gemini_meta,gemini_lead,gemini_arch,gemini_agree,gemini_comp,sonnet_phatic,sonnet_meta,sonnet_lead,sonnet_arch,sonnet_agree,sonnet_comp
E-run13|Agent-H|R7,E,GPT-OSS 120B,7,,,true,true,,,,0,0,1,1,0,0,0,0,0,0,0,0
E-run10|Agent-B|R7,E,LLaMA 3.3 70B,7,,true,,,,,,0,1,0,0,0,0,0,1,0,0,0,0
E-run07|Agent-E|R6,E,LLaMA 4 Maverick,6,,,,true,,true,L1,0,0,0,1,0,1,0,0,0,1,0,1
E-run16|Agent-H|R10,E,GPT-OSS 20B,10,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
E-run19|Agent-G|R9,E,GPT-OSS 20B,9,,,,true,,,,0,0,0,1,0,0,0,0,0,1,1,0
E-run12|Agent-F|R5,E,Qwen3 32B,5,,,,true,,,,0,0,0,1,0,0,0,0,0,0,0,0
E-run19|Agent-D|R5,E,Qwen3 32B,5,,,,true,,,,0,0,0,1,0,0,0,0,0,0,0,0
E-run02|Agent-F|R3,E,GPT-OSS 120B,3,,,true,true,,,,0,0,1,1,0,0,0,0,0,0,0,0
E-run12|Agent-E|R6,E,Kimi K2,6,,,,true,,,,0,0,0,1,0,0,0,0,0,0,0,0
E-run21|Agent-D|R7,E,LLaMA 3.3 70B,7,,,,,true,,,0,0,0,0,1,0,0,0,0,0,1,0
E-run07|Agent-E|R2,E,LLaMA 4 Maverick,2,,,,,,true,L1,0,0,0,1,0,1,0,0,0,0,0,1
E-run06|Agent-A|R1,E,LLaMA 4 Maverick,1,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
E-run07|Agent-H|R9,E,GPT-OSS 20B,9,,,true,true,,,,0,0,1,1,0,0,0,0,1,0,0,0
E-run07|Agent-H|R5,E,GPT-OSS 20B,5,,,,true,true,,,0,0,0,1,1,0,0,0,0,1,1,0
E-run03|Agent-D|R2,E,LLaMA 4 Scout,2,,true,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
E-run01|Agent-G|R8,E,Qwen3 32B,8,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
E-run01|Agent-G|R3,E,Qwen3 32B,3,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
E-run21|Agent-E|R7,E,GPT-OSS 120B,7,,,,true,,,,0,0,0,0,0,0,0,0,0,1,0,0
E-run05|Agent-F|R6,E,LLaMA 4 Maverick,6,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
E-run01|Agent-D|R7,E,GPT-OSS 120B,7,,,true,,,,,0,0,1,0,0,0,0,0,0,0,0,0
E-run18|Agent-C|R5,E,GPT-OSS 120B,5,,,true,true,,,,0,0,1,1,0,0,0,0,0,0,0,0
E-run14|Agent-G|R10,E,LLaMA 4 Maverick,10,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
E-run11|Agent-B|R4,E,GPT-OSS 20B,4,,,false,true,,,,0,0,1,0,0,0,0,0,0,0,0,0
E-run08|Agent-A|R0,E,LLaMA 4 Maverick,0,,,,true,,,,0,0,0,0,0,0,0,0,0,0,0,0
E-run03|Agent-A|R10,E,LLaMA 3.3 70B,10,,,,true,,,,0,0,0,0,0,0,0,0,0,0,0,0
E-run15|Agent-C|R6,E,GPT-OSS 20B,6,,,true,true,,,,0,0,1,1,0,0,0,0,1,1,0,0
E-run16|Agent-F|R8,E,Kimi K2,8,,true,true,true,,,,0,1,0,1,0,0,0,0,0,0,0,0
E-run01|Agent-E|R9,E,Kimi K2,9,,true,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
E-run06|Agent-A|R8,E,LLaMA 4 Maverick,8,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
E-run07|Agent-A|R5,E,LLaMA 3.3 70B,5,,,,,true,,,0,0,0,0,0,0,0,0,0,0,1,0
E-run09|Agent-G|R8,E,GPT-OSS 20B,8,,,true,true,,,,0,0,0,0,0,0,0,0,1,1,0,0
E-run14|Agent-E|R6,E,GPT-OSS 120B,6,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
E-run15|Agent-D|R0,E,Kimi K2,0,,,,true,true,,,0,0,0,1,1,0,0,0,0,0,0,0
E-run13|Agent-D|R8,E,Kimi K2,8,,,true,true,,,,0,0,1,1,0,0,0,0,0,0,0,0
E-run12|Agent-G|R1,E,LLaMA 4 Scout,1,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
E-run10|Agent-G|R4,E,LLaMA 4 Scout,4,,true,,,,,,0,1,0,0,0,0,0,1,0,0,0,0
E-run04|Agent-B|R1,E,Kimi K2,1,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
E-run02|Agent-H|R6,E,LLaMA 3.3 70B,6,,,true,true,true,,,0,0,1,1,0,0,0,0,0,1,1,0
E-run09|Agent-F|R9,E,LLaMA 4 Maverick,9,,true,,true,,,,0,1,0,1,0,0,0,1,0,1,0,0
E-run02|Agent-A|R0,E,Qwen3 32B,0,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
F-run17|Agent-B|R0,F,GPT-OSS 120B,0,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
F-run02|Agent-H|R0,F,LLaMA 4 Scout,0,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
F-run12|Agent-A|R0,F,LLaMA 3.3 70B,0,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
F-run14|Agent-C|R0,F,GPT-OSS 20B,0,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
F-run08|Agent-B|R0,F,GPT-OSS 120B,0,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
F-run01|Agent-F|R0,F,Qwen3 32B,0,,,,true,,,,0,0,0,0,0,0,0,0,0,0,0,0
F-run19|Agent-C|R0,F,GPT-OSS 20B,0,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
F-run09|Agent-D|R0,F,LLaMA 4 Maverick,0,,true,,true,,,,0,0,0,0,0,0,0,0,0,0,0,0
F-run09|Agent-H|R0,F,LLaMA 4 Scout,0,,,,true,,,,0,0,0,0,0,0,0,0,0,0,0,0
F-run02|Agent-F|R0,F,Qwen3 32B,0,,,,true,,,,0,0,0,0,0,0,0,0,0,0,0,0
F-run07|Agent-C|R0,F,GPT-OSS 20B,0,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
F-run11|Agent-D|R0,F,LLaMA 4 Maverick,0,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
F-run13|Agent-E|R0,F,Kimi K2,0,,false,,false,,,,0,0,0,0,0,0,0,0,0,0,0,0
F-run19|Agent-D|R0,F,LLaMA 4 Maverick,0,,,,false,,,,0,0,0,0,0,0,0,0,0,0,0,0
F-run14|Agent-H|R0,F,LLaMA 4 Scout,0,,,,false,,,,0,0,0,0,0,0,0,0,0,0,0,0
F-run09|Agent-A|R0,F,LLaMA 3.3 70B,0,,,,false,,,,0,0,0,0,0,0,0,0,0,0,0,0
F-run03|Agent-E|R0,F,Kimi K2,0,,,,false,,,,0,0,0,0,0,0,0,0,0,0,0,0
F-run10|Agent-B|R0,F,GPT-OSS 120B,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
F-run18|Agent-C|R0,F,GPT-OSS 20B,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
F-run10|Agent-H|R0,F,LLaMA 4 Scout,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
G-run15|Agent-A|R6,G,LLaMA 3.3 70B,6,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
G-run19|Agent-E|R3,G,Kimi K2,3,,,,true,,,,0,0,0,1,0,0,0,0,0,0,0,0
G-run21|Agent-B|R1,G,GPT-OSS 120B,1,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
G-run21|Agent-D|R9,G,LLaMA 4 Maverick,9,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
G-run12|Agent-A|R0,G,LLaMA 3.3 70B,0,,,true,,,,,0,0,1,0,0,0,0,0,1,0,0,0
G-run11|Agent-E|R10,G,Kimi K2,10,true,false,,,,,,1,0,0,0,0,0,1,0,0,0,0,0
G-run14|Agent-B|R9,G,GPT-OSS 120B,9,,,,true,,,,0,0,0,1,0,0,0,0,0,0,0,0
G-run13|Agent-F|R5,G,Qwen3 32B,5,,,true,,,,,0,0,1,0,0,0,0,0,0,0,0,0
G-run05|Agent-A|R9,G,LLaMA 3.3 70B,9,,true,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
G-run04|Agent-C|R4,G,GPT-OSS 20B,4,,true,,true,,,,0,0,0,0,0,0,0,0,0,0,0,0
G-run13|Agent-C|R4,G,GPT-OSS 20B,4,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
G-run16|Agent-H|R8,G,LLaMA 4 Scout,8,true,true,,,,,,1,1,0,0,0,0,1,1,0,0,0,0
G-run21|Agent-F|R5,G,Qwen3 32B,5,,,true,true,,,,0,0,1,0,0,0,0,0,0,0,0,0
G-run20|Agent-F|R3,G,Qwen3 32B,3,,,true,true,,,,0,0,0,0,0,0,0,0,0,0,0,0
G-run02|Agent-C|R0,G,GPT-OSS 20B,0,,,,true,,,,0,0,0,0,0,0,0,0,0,0,0,0
G-run04|Agent-E|R8,G,Kimi K2,8,true,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0
G-run12|Agent-C|R4,G,GPT-OSS 20B,4,,,true,true,,,,0,0,1,0,0,0,0,0,1,1,0,0
G-run15|Agent-D|R0,G,LLaMA 4 Maverick,0,,,,,true,,,0,0,0,0,1,0,0,0,0,0,1,0
G-run07|Agent-H|R4,G,LLaMA 4 Scout,4,,true,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
G-run01|Agent-B|R8,G,GPT-OSS 120B,8,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
G-run06|Agent-D|R10,G,LLaMA 4 Maverick,10,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
G-run07|Agent-C|R3,G,GPT-OSS 20B,3,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
G-run03|Agent-D|R6,G,LLaMA 4 Maverick,6,,true,,true,,,,0,1,0,1,0,0,0,1,0,1,0,0
G-run18|Agent-B|R0,G,GPT-OSS 120B,0,,,true,,,,,0,0,0,0,0,0,0,0,0,0,0,0
G-run06|Agent-C|R1,G,GPT-OSS 20B,1,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
G-run06|Agent-E|R9,G,Kimi K2,9,,,true,,,,,0,0,0,0,0,0,0,0,1,0,0,0
G-run21|Agent-C|R3,G,GPT-OSS 20B,3,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
G-run21|Agent-A|R6,G,LLaMA 3.3 70B,6,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
G-run21|Agent-D|R6,G,LLaMA 4 Maverick,6,,,,true,,,,0,0,0,0,0,0,0,0,0,0,0,0
G-run10|Agent-F|R9,G,Qwen3 32B,9,,,,true,,,,0,0,0,0,0,0,0,0,0,0,0,0
G-run03|Agent-C|R9,G,GPT-OSS 20B,9,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
G-run07|Agent-A|R8,G,LLaMA 3.3 70B,8,,,true,true,true,,,0,0,1,1,0,0,0,0,1,0,1,0
G-run12|Agent-A|R2,G,LLaMA 3.3 70B,2,,,false,true,true,,,0,0,0,0,0,0,0,0,0,0,0,0
G-run21|Agent-F|R10,G,Qwen3 32B,10,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
G-run13|Agent-D|R7,G,LLaMA 4 Maverick,7,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
G-run11|Agent-C|R6,G,GPT-OSS 20B,6,,,true,,,,,0,0,1,0,0,0,0,0,1,0,0,0
G-run05|Agent-A|R10,G,LLaMA 3.3 70B,10,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
G-run07|Agent-B|R10,G,GPT-OSS 120B,10,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
G-run06|Agent-F|R10,G,Qwen3 32B,10,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
G-run02|Agent-C|R1,G,GPT-OSS 20B,1,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
G-run09|Agent-H|R3,G,LLaMA 4 Scout,3,,true,,,,,,0,1,0,0,0,0,0,1,0,0,0,0
G-run12|Agent-D|R5,G,LLaMA 4 Maverick,5,,true,true,,,,,0,0,1,1,0,0,0,0,1,0,0,0
G-run13|Agent-C|R6,G,GPT-OSS 20B,6,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
G-run21|Agent-D|R4,G,LLaMA 4 Maverick,4,,,true,true,,,,0,0,1,0,0,0,0,0,1,1,0,0
G-run17|Agent-D|R9,G,LLaMA 4 Maverick,9,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
G-run05|Agent-D|R10,G,LLaMA 4 Maverick,10,,true,,,,,,0,1,0,0,0,0,0,0,0,0,0,0
G-run16|Agent-A|R3,G,LLaMA 3.3 70B,3,,true,true,,,,,0,1,1,0,0,0,0,0,0,0,0,0
G-run07|Agent-F|R4,G,Qwen3 32B,4,,,,true,,,,0,0,0,1,0,0,0,0,0,0,0,0
G-run05|Agent-H|R2,G,LLaMA 4 Scout,2,true,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0
G-run17|Agent-F|R9,G,Qwen3 32B,9,,,,true,,,,0,0,0,0,0,0,0,0,0,0,0,0
G-run15|Agent-H|R10,G,LLaMA 4 Scout,10,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
G-run16|Agent-F|R3,G,Qwen3 32B,3,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
G-run09|Agent-D|R4,G,LLaMA 4 Maverick,4,,true,,,,,,0,1,0,0,0,0,0,1,0,0,0,0
G-run14|Agent-F|R1,G,Qwen3 32B,1,,,,true,,,,0,0,0,0,0,0,0,0,0,1,0,0
G-run05|Agent-A|R7,G,LLaMA 3.3 70B,7,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
G-run10|Agent-H|R5,G,LLaMA 4 Scout,5,,true,,,,,,0,1,0,0,0,0,0,1,0,0,0,0
G-run01|Agent-H|R7,G,LLaMA 4 Scout,7,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
G-run21|Agent-E|R2,G,Kimi K2,2,,,,true,true,,,0,0,0,1,1,0,0,0,0,1,0,0
G-run04|Agent-F|R4,G,Qwen3 32B,4,,,true,,,,,0,0,1,0,0,0,0,0,0,0,0,0
G-run20|Agent-F|R6,G,Qwen3 32B,6,,,,true,,,,0,0,0,1,0,0,0,0,0,0,0,0
G-run16|Agent-B|R7,G,GPT-OSS 120B,7,,true,,true,,,,0,1,0,0,0,0,0,1,0,1,0,0
G-run16|Agent-C|R5,G,GPT-OSS 20B,5,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
G-run18|Agent-C|R1,G,GPT-OSS 20B,1,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
G-run01|Agent-D|R10,G,LLaMA 4 Maverick,10,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
G-run12|Agent-C|R3,G,GPT-OSS 20B,3,,,true,true,,,,0,0,1,0,0,0,0,0,1,1,0,0
H-run06|Agent-B|R2,H,GPT-OSS 120B,2,,,true,,,,,0,0,0,0,0,0,0,0,0,0,0,0
H-run15|Agent-H|R1,H,LLaMA 4 Scout,1,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
H-run13|Agent-C|R7,H,GPT-OSS 20B,7,,,false,true,,,,0,0,0,0,0,0,0,0,0,0,0,0
H-run15|Agent-C|R1,H,GPT-OSS 20B,1,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
H-run01|Agent-H|R4,H,LLaMA 4 Scout,4,true,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0
H-run07|Agent-E|R5,H,Kimi K2,5,,,true,false,,,,0,0,1,0,0,0,0,0,0,0,0,0
H-run03|Agent-C|R10,H,GPT-OSS 20B,10,,,true,,,,,0,0,1,0,0,0,0,0,1,0,0,0
H-run07|Agent-B|R2,H,GPT-OSS 120B,2,,,false,,,,,0,0,0,0,0,0,0,0,0,0,0,0
H-run02|Agent-H|R6,H,LLaMA 4 Scout,6,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
H-run11|Agent-H|R2,H,LLaMA 4 Scout,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
H-run09|Agent-A|R0,H,LLaMA 3.3 70B,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
H-run14|Agent-A|R4,H,LLaMA 3.3 70B,4,,,,,true,,,0,0,0,0,1,0,0,0,0,0,1,0
H-run03|Agent-F|R3,H,Qwen3 32B,3,,,,,true,,,0,0,0,0,1,0,0,0,0,0,1,0
H-run06|Agent-C|R6,H,GPT-OSS 20B,6,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
H-run13|Agent-F|R10,H,Qwen3 32B,10,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
H-run10|Agent-C|R9,H,GPT-OSS 20B,9,,,true,,,,,0,0,1,0,0,0,0,0,0,0,0,0
H-run09|Agent-E|R9,H,Kimi K2,9,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
H-run06|Agent-B|R4,H,GPT-OSS 120B,4,,,true,,,,,0,0,1,0,0,0,0,0,0,0,0,0
H-run12|Agent-H|R3,H,LLaMA 4 Scout,3,true,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0
H-run10|Agent-B|R4,H,GPT-OSS 120B,4,,,,,true,,,0,0,0,0,0,0,0,0,0,0,1,0
H-run04|Agent-H|R6,H,LLaMA 4 Scout,6,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
H-run13|Agent-A|R2,H,LLaMA 3.3 70B,2,,,,,true,,,0,0,0,0,0,0,0,0,0,0,1,0
H-run06|Agent-F|R7,H,Qwen3 32B,7,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
H-run12|Agent-C|R10,H,GPT-OSS 20B,10,,,,true,,,,0,0,0,0,0,0,0,0,0,0,0,0
H-run07|Agent-A|R6,H,LLaMA 3.3 70B,6,,,,true,,,,0,0,0,0,0,0,0,0,0,0,0,0
H-run01|Agent-C|R9,H,GPT-OSS 20B,9,,false,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
H-run05|Agent-B|R3,H,GPT-OSS 120B,3,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
H-run02|Agent-B|R0,H,GPT-OSS 120B,0,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
H-run06|Agent-B|R1,H,GPT-OSS 120B,1,,,true,,,,,0,0,1,0,0,0,0,0,1,0,0,0
H-run03|Agent-A|R8,H,LLaMA 3.3 70B,8,,,true,,,,,0,0,1,0,0,0,0,0,1,0,0,0
H-run03|Agent-B|R1,H,GPT-OSS 120B,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
H-run15|Agent-A|R1,H,LLaMA 3.3 70B,1,,,,,true,,,0,0,0,0,0,0,0,0,0,0,1,0
H-run08|Agent-H|R1,H,LLaMA 4 Scout,1,,,true,,,,,0,0,1,0,0,0,0,0,1,0,0,0
H-run10|Agent-C|R6,H,GPT-OSS 20B,6,,,true,,true,,,0,0,1,0,1,0,0,0,0,0,1,0
H-run02|Agent-D|R5,H,LLaMA 4 Maverick,5,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
H-run13|Agent-H|R6,H,LLaMA 4 Scout,6,true,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0
H-run14|Agent-F|R9,H,Qwen3 32B,9,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
H-run05|Agent-A|R5,H,LLaMA 3.3 70B,5,,,,true,,,,0,0,0,0,0,0,0,0,0,0,0,0
H-run09|Agent-C|R1,H,GPT-OSS 20B,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
H-run05|Agent-C|R8,H,GPT-OSS 20B,8,,,true,,,,,0,0,1,0,0,0,0,0,1,0,0,0
H-run12|Agent-H|R5,H,LLaMA 4 Scout,5,true,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0
H-run14|Agent-D|R7,H,LLaMA 4 Maverick,7,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
H-run12|Agent-C|R4,H,GPT-OSS 20B,4,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
H-run10|Agent-H|R4,H,LLaMA 4 Scout,4,true,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0
H-run02|Agent-B|R1,H,GPT-OSS 120B,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
I-run10|Agent-A|R6,I,LLaMA 3.3 70B,6,,,true,true,,,,0,0,1,0,0,0,0,0,1,1,0,0
I-run05|Agent-D|R7,I,LLaMA 4 Maverick,7,,true,,,,,,0,1,0,0,0,0,0,1,0,0,0,0
I-run09|Agent-H|R9,I,LLaMA 4 Scout,9,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
I-run10|Agent-H|R9,I,LLaMA 4 Scout,9,true,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0
I-run08|Agent-H|R4,I,LLaMA 4 Scout,4,,true,,,,,,0,0,1,0,0,0,0,0,1,0,0,0
I-run03|Agent-C|R10,I,GPT-OSS 20B,10,,,,true,,,,0,0,0,0,0,0,0,0,0,0,0,0
I-run02|Agent-A|R4,I,LLaMA 3.3 70B,4,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
I-run05|Agent-D|R9,I,LLaMA 4 Maverick,9,,true,,,,,,0,1,0,0,0,0,0,1,0,0,0,0
I-run09|Agent-H|R0,I,LLaMA 4 Scout,0,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
I-run03|Agent-C|R1,I,GPT-OSS 20B,1,,,,true,,,,0,0,0,0,0,0,0,0,0,0,0,0
I-run08|Agent-B|R1,I,GPT-OSS 120B,1,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
I-run04|Agent-D|R0,I,LLaMA 4 Maverick,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
I-run03|Agent-B|R9,I,GPT-OSS 120B,9,,,true,true,,,,0,0,1,1,0,0,0,0,0,0,0,0
I-run04|Agent-C|R9,I,GPT-OSS 20B,9,,,true,true,,,,0,0,1,1,0,0,0,0,1,0,0,0
I-run09|Agent-A|R8,I,LLaMA 3.3 70B,8,,,true,,,,,0,0,0,0,0,0,0,0,0,0,0,0
I-run06|Agent-D|R1,I,LLaMA 4 Maverick,1,,true,,,true,,,0,1,0,0,1,0,0,0,0,0,1,0
I-run08|Agent-H|R1,I,LLaMA 4 Scout,1,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
I-run07|Agent-D|R5,I,LLaMA 4 Maverick,5,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
I-run11|Agent-C|R1,I,GPT-OSS 20B,1,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
I-run04|Agent-H|R0,I,LLaMA 4 Scout,0,true,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0
I-run09|Agent-A|R9,I,LLaMA 3.3 70B,9,,,true,,,,,0,0,0,0,0,0,0,0,0,0,0,0
I-run08|Agent-D|R8,I,LLaMA 4 Maverick,8,,,,,true,,,0,0,0,0,1,0,0,0,0,0,1,0
I-run02|Agent-B|R2,I,GPT-OSS 120B,2,,,true,,,,,0,0,0,0,0,0,0,0,0,0,0,0
I-run03|Agent-F|R10,I,Qwen3 32B,10,,,true,true,,,,0,0,1,1,0,0,0,0,0,1,0,0
I-run05|Agent-E|R0,I,Kimi K2,0,,,,true,,,,0,0,0,0,0,0,0,0,0,0,0,0
I-run04|Agent-A|R0,I,LLaMA 3.3 70B,0,,,true,,,,,0,0,1,0,0,0,0,0,1,0,0,0
I-run06|Agent-H|R5,I,LLaMA 4 Scout,5,,true,,,,,,0,1,0,0,0,0,0,1,0,0,0,0
I-run10|Agent-B|R1,I,GPT-OSS 120B,1,,false,true,,,,,0,0,0,0,0,0,0,0,0,0,0,0
I-run05|Agent-C|R8,I,GPT-OSS 20B,8,true,false,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
I-run07|Agent-H|R2,I,LLaMA 4 Scout,2,,,,,true,,,0,0,0,0,1,0,0,0,0,0,0,0
I-run02|Agent-H|R7,I,LLaMA 4 Scout,7,true,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0
I-run06|Agent-D|R2,I,LLaMA 4 Maverick,2,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
I-run07|Agent-E|R0,I,Kimi K2,0,,,,true,,,,0,0,0,0,0,0,0,0,0,0,0,0
J-run04|Agent-C|R1,J,GPT-OSS 20B,1,,,true,,,,,0,0,0,0,0,0,0,0,1,0,0,0
J-run05|Agent-C|R14,J,GPT-OSS 20B,14,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-04-15h13-SJ-run1|Agent-A|R8,J,LLaMA 3.3 70B,8,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
J-run10|Agent-C|R10,J,GPT-OSS 20B,10,,,,,true,,,0,0,0,0,0,0,0,0,0,0,1,0
J-run01|Agent-H|R1,J,LLaMA 4 Scout,1,,,,true,,,,0,1,0,1,0,0,0,0,0,1,0,0
J-run04|Agent-C|R13,J,GPT-OSS 20B,13,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
J-run07|Agent-B|R19,J,GPT-OSS 120B,19,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
J-run05|Agent-F|R20,J,Qwen3 32B,20,,true,,true,,,,0,0,0,0,0,0,0,0,0,0,0,0
J-run07|Agent-A|R12,J,LLaMA 3.3 70B,12,,true,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
J-run10|Agent-H|R0,J,LLaMA 4 Scout,0,,true,,,,,,0,1,1,1,0,0,0,1,0,1,0,0
J-run06|Agent-B|R12,J,GPT-OSS 120B,12,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
J-run07|Agent-B|R2,J,GPT-OSS 120B,2,,,,true,,,,0,0,0,1,0,0,0,0,0,1,0,0
